"SG_UF","SG_UE","str_to_title(NM_UE)","final_name"
"GO","93084","Nova Iguaçu De Goiás","Nova Iguaçu De Goiás (GO)"
"GO","93092","Divinópolis De Goiás","Divinópolis De Goiás (GO)"
"GO","93106","Buriti De Goiás","Buriti De Goiás (GO)"
"GO","93122","Caldazinha","Caldazinha (GO)"
"GO","93149","Guaraíta","Guaraíta (GO)"
"GO","93157","Córrego Do Ouro","Córrego Do Ouro (GO)"
"GO","93165","Inaciolândia","Inaciolândia (GO)"
"GO","93173","Corumbá De Goiás","Corumbá De Goiás (GO)"
"GO","93181","Montividiu Do Norte","Montividiu Do Norte (GO)"
"GO","93190","Corumbaíba","Corumbaíba (GO)"
"GO","93203","Santo Antônio Da Barra","Santo Antônio Da Barra (GO)"
"GO","93220","Terezópolis De Goiás","Terezópolis De Goiás (GO)"
"GO","93246","Uirapuru","Uirapuru (GO)"
"GO","93254","Cristalina","Cristalina (GO)"
"GO","93262","Buritinópolis","Buritinópolis (GO)"
"GO","93270","Cristianópolis","Cristianópolis (GO)"
"GO","93289","Vila Boa","Vila Boa (GO)"
"GO","93297","Crixás","Crixás (GO)"
"GO","93300","Valparaíso De Goiás","Valparaíso De Goiás (GO)"
"GO","93319","Cromínia","Cromínia (GO)"
"GO","93327","Novo Gama","Novo Gama (GO)"
"GO","93335","Cumari","Cumari (GO)"
"GO","93343","Águas Lindas De Goiás","Águas Lindas De Goiás (GO)"
"GO","93351","Damianópolis","Damianópolis (GO)"
"GO","93360","Abadia De Goiás","Abadia De Goiás (GO)"
"GO","93378","Damolândia","Damolândia (GO)"
"GO","93386","Amaralina","Amaralina (GO)"
"GO","93424","Porteirão","Porteirão (GO)"
"GO","93432","Diorama","Diorama (GO)"
"GO","93440","Santa Rita Do Novo Destino","Santa Rita Do Novo Destino (GO)"
"GO","93483","São Patrício","São Patrício (GO)"
"GO","93491","Edéia","Edéia (GO)"
"GO","93505","Vila Propício","Vila Propício (GO)"
"GO","93513","Estrela Do Norte","Estrela Do Norte (GO)"
"GO","93548","Ipiranga De Goiás","Ipiranga De Goiás (GO)"
"GO","93564","Gameleira De Goiás","Gameleira De Goiás (GO)"
"GO","93572","Firminópolis","Firminópolis (GO)"
"GO","93580","Campo Limpo De Goiás","Campo Limpo De Goiás (GO)"
"GO","93599","Flores De Goiás","Flores De Goiás (GO)"
"GO","93610","Formosa","Formosa (GO)"
"GO","93637","Formoso","Formoso (GO)"
"GO","93670","Goianápolis","Goianápolis (GO)"
"GO","93696","Goiandira","Goiandira (GO)"
"GO","93718","Goianésia","Goianésia (GO)"
"GO","93734","Goiânia","Goiânia (GO)"
"GO","93750","Goianira","Goianira (GO)"
"GO","93777","Goiás","Goiás (GO)"
"GO","93793","Goiatuba","Goiatuba (GO)"
"GO","93815","Guapó","Guapó (GO)"
"GO","93831","Guarani De Goiás","Guarani De Goiás (GO)"
"GO","93874","Heitoraí","Heitoraí (GO)"
"GO","93890","Hidrolândia","Hidrolândia (GO)"
"GO","93912","Hidrolina","Hidrolina (GO)"
"GO","93939","Iaciara","Iaciara (GO)"
"GO","93955","Inhumas","Inhumas (GO)"
"GO","93971","Ipameri","Ipameri (GO)"
"GO","93998","Iporá","Iporá (GO)"
"GO","94013","Israelândia","Israelândia (GO)"
"GO","94030","Itaberaí","Itaberaí (GO)"
"GO","94072","Itaguaru","Itaguaru (GO)"
"GO","94110","Itajá","Itajá (GO)"
"GO","94137","Itapaci","Itapaci (GO)"
"GO","94153","Itapirapuã","Itapirapuã (GO)"
"GO","94196","Itapuranga","Itapuranga (GO)"
"GO","94218","Itarumã","Itarumã (GO)"
"GO","94234","Itauçu","Itauçu (GO)"
"GO","94250","Itumbiara","Itumbiara (GO)"
"GO","94277","Ivolândia","Ivolândia (GO)"
"GO","94293","Jandaia","Jandaia (GO)"
"GO","94315","Jaraguá","Jaraguá (GO)"
"GO","94331","Jataí","Jataí (GO)"
"GO","94358","Jaupaci","Jaupaci (GO)"
"GO","94374","Joviânia","Joviânia (GO)"
"GO","94390","Jussara","Jussara (GO)"
"GO","94439","Leopoldo De Bulhões","Leopoldo De Bulhões (GO)"
"GO","94455","Luziânia","Luziânia (GO)"
"GO","94471","Mairipotaba","Mairipotaba (GO)"
"GO","94498","Mambaí","Mambaí (GO)"
"GO","94510","Mara Rosa","Mara Rosa (GO)"
"GO","94536","Marzagão","Marzagão (GO)"
"GO","94552","Paranaiguara","Paranaiguara (GO)"
"GO","94579","Maurilândia","Maurilândia (GO)"
"GO","94595","Mineiros","Mineiros (GO)"
"GO","94650","Moiporá","Moiporá (GO)"
"GO","94676","Monte Alegre De Goiás","Monte Alegre De Goiás (GO)"
"GO","94714","Montes Claros De Goiás","Montes Claros De Goiás (GO)"
"GO","94730","Morrinhos","Morrinhos (GO)"
"GO","94757","Mossâmedes","Mossâmedes (GO)"
"GO","94773","Mozarlândia","Mozarlândia (GO)"
"GO","94790","Mutunópolis","Mutunópolis (GO)"
"GO","94854","Nazário","Nazário (GO)"
"GO","94870","Nerópolis","Nerópolis (GO)"
"GO","94897","Niquelândia","Niquelândia (GO)"
"GO","94919","Nova América","Nova América (GO)"
"GO","94935","Nova Aurora","Nova Aurora (GO)"
"GO","94951","Nova Roma","Nova Roma (GO)"
"GO","94978","Nova Veneza","Nova Veneza (GO)"
"GO","95036","Orizona","Orizona (GO)"
"GO","95052","Ouro Verde De Goiás","Ouro Verde De Goiás (GO)"
"GO","95079","Ouvidor","Ouvidor (GO)"
"GO","95095","Padre Bernardo","Padre Bernardo (GO)"
"GO","95117","Palmeiras De Goiás","Palmeiras De Goiás (GO)"
"GO","95133","Palmelo","Palmelo (GO)"
"GO","95150","Palminópolis","Palminópolis (GO)"
"GO","95230","Paraúna","Paraúna (GO)"
"GO","95311","Petrolina De Goiás","Petrolina De Goiás (GO)"
"GO","95354","Pilar De Goiás","Pilar De Goiás (GO)"
"GO","95397","Piracanjuba","Piracanjuba (GO)"
"GO","95419","Piranhas","Piranhas (GO)"
"GO","95435","Pirenópolis","Pirenópolis (GO)"
"GO","95451","Pires Do Rio","Pires Do Rio (GO)"
"GO","95494","Pontalina","Pontalina (GO)"
"GO","95559","Porangatu","Porangatu (GO)"
"GO","95613","Posse","Posse (GO)"
"GO","95630","Quirinópolis","Quirinópolis (GO)"
"GO","95656","Rialma","Rialma (GO)"
"GO","95672","Rianápolis","Rianápolis (GO)"
"GO","95710","Rio Verde","Rio Verde (GO)"
"GO","95737","Rubiataba","Rubiataba (GO)"
"GO","95770","Santa Bárbara De Goiás","Santa Bárbara De Goiás (GO)"
"GO","95796","Santa Cruz De Goiás","Santa Cruz De Goiás (GO)"
"GO","95818","Santa Helena De Goiás","Santa Helena De Goiás (GO)"
"GO","95850","Santa Rosa De Goiás","Santa Rosa De Goiás (GO)"
"GO","95877","Santa Tereza De Goiás","Santa Tereza De Goiás (GO)"
"GO","95893","Santa Terezinha De Goiás","Santa Terezinha De Goiás (GO)"
"GO","95915","São Domingos","São Domingos (GO)"
"GO","95931","São Francisco De Goiás","São Francisco De Goiás (GO)"
"GO","95958","Planaltina","Planaltina (GO)"
"GO","95974","São João D Aliança","São João D Aliança (GO)"
"GO","95990","São Luís De Montes Belos","São Luís De Montes Belos (GO)"
"GO","96016","São Miguel Do Araguaia","São Miguel Do Araguaia (GO)"
"GO","96059","São Simão","São Simão (GO)"
"GO","96075","Serranópolis","Serranópolis (GO)"
"GO","96091","Silvânia","Silvânia (GO)"
"GO","96113","Sítio D Abadia","Sítio D Abadia (GO)"
"GO","96172","Taquaral De Goiás","Taquaral De Goiás (GO)"
"GO","96237","Três Ranchos","Três Ranchos (GO)"
"GO","96253","Trindade","Trindade (GO)"
"GO","96318","Turvânia","Turvânia (GO)"
"GO","96334","Uruaçu","Uruaçu (GO)"
"GO","96350","Uruana","Uruana (GO)"
"GO","96377","Urutaí","Urutaí (GO)"
"GO","96393","Varjão","Varjão (GO)"
"GO","96415","Vianópolis","Vianópolis (GO)"
"GO","96458","Acreúna","Acreúna (GO)"
"GO","96474","Minaçu","Minaçu (GO)"
"GO","96512","Mundo Novo","Mundo Novo (GO)"
"GO","96539","Nova Crixás","Nova Crixás (GO)"
"GO","96555","Nova Glória","Nova Glória (GO)"
"GO","96610","Americano Do Brasil","Americano Do Brasil (GO)"
"GO","96695","Araguapaz","Araguapaz (GO)"
"GO","96717","Arenópolis","Arenópolis (GO)"
"GO","96733","Cachoeira Dourada","Cachoeira Dourada (GO)"
"GO","96750","Doverlândia","Doverlândia (GO)"
"GO","96776","Santo Antônio Do Descoberto","Santo Antônio Do Descoberto (GO)"
"GO","96814","Indiara","Indiara (GO)"
"GO","96873","Campinaçu","Campinaçu (GO)"
"GO","96911","Adelândia","Adelândia (GO)"
"GO","96938","Água Fria De Goiás","Água Fria De Goiás (GO)"
"MA","07005","Água Doce Do Maranhão","Água Doce Do Maranhão (MA)"
"MA","07013","Afonso Cunha","Afonso Cunha (MA)"
"MA","07021","Alto Alegre Do Maranhão","Alto Alegre Do Maranhão (MA)"
"MA","07048","Alto Alegre Do Pindaré","Alto Alegre Do Pindaré (MA)"
"MA","07056","Aldeias Altas","Aldeias Altas (MA)"
"MA","07064","Apicum-Açu","Apicum-Açu (MA)"
"MA","07072","Altamira Do Maranhão","Altamira Do Maranhão (MA)"
"MA","07080","Amapá Do Maranhão","Amapá Do Maranhão (MA)"
"MA","07102","Araguanã","Araguanã (MA)"
"MA","07110","Amarante Do Maranhão","Amarante Do Maranhão (MA)"
"MA","07129","Bacabeira","Bacabeira (MA)"
"MA","07137","Anajatuba","Anajatuba (MA)"
"MA","07153","Anapurus","Anapurus (MA)"
"MA","07170","Araioses","Araioses (MA)"
"MA","07188","Bela Vista Do Maranhão","Bela Vista Do Maranhão (MA)"
"MA","07196","Arari","Arari (MA)"
"MA","07200","Bernardo Do Mearim","Bernardo Do Mearim (MA)"
"MA","07234","Bacabal","Bacabal (MA)"
"MA","07250","Bacuri","Bacuri (MA)"
"MA","07269","Bom Jesus Das Selvas","Bom Jesus Das Selvas (MA)"
"MA","07277","Balsas","Balsas (MA)"
"MA","07293","Barão De Grajaú","Barão De Grajaú (MA)"
"MA","07315","Barra Do Corda","Barra Do Corda (MA)"
"MA","07323","Boa Vista Do Gurupi","Boa Vista Do Gurupi (MA)"
"MA","07331","Barreirinhas","Barreirinhas (MA)"
"MA","07340","Buriticupu","Buriticupu (MA)"
"MA","07358","Benedito Leite","Benedito Leite (MA)"
"MA","07366","Buritirana","Buritirana (MA)"
"MA","07382","Campestre Do Maranhão","Campestre Do Maranhão (MA)"
"MA","07390","Brejo","Brejo (MA)"
"MA","07404","Capinzal Do Norte","Capinzal Do Norte (MA)"
"MA","07420","Central Do Maranhão","Central Do Maranhão (MA)"
"MA","07439","Buriti Bravo","Buriti Bravo (MA)"
"MA","07471","Cajari","Cajari (MA)"
"MA","07480","Cidelândia","Cidelândia (MA)"
"MA","07498","Cândido Mendes","Cândido Mendes (MA)"
"MA","07510","Cantanhede","Cantanhede (MA)"
"MA","07528","Feira Nova Do Maranhão","Feira Nova Do Maranhão (MA)"
"MA","07536","Carolina","Carolina (MA)"
"MA","07544","Fernando Falcão","Fernando Falcão (MA)"
"MA","07552","Carutapera","Carutapera (MA)"
"MA","07560","Formosa Da Serra Negra","Formosa Da Serra Negra (MA)"
"MA","07579","Caxias","Caxias (MA)"
"MA","07595","Cedral","Cedral (MA)"
"MA","07617","Chapadinha","Chapadinha (MA)"
"MA","07625","Governador Luiz Rocha","Governador Luiz Rocha (MA)"
"MA","07633","Codó","Codó (MA)"
"MA","07641","Governador Newton Bello","Governador Newton Bello (MA)"
"MA","07650","Coelho Neto","Coelho Neto (MA)"
"MA","07668","Governador Nunes Freire","Governador Nunes Freire (MA)"
"MA","07676","Colinas","Colinas (MA)"
"MA","07692","Coroatá","Coroatá (MA)"
"MA","07706","Itaipava Do Grajaú","Itaipava Do Grajaú (MA)"
"MA","07714","Cururupu","Cururupu (MA)"
"MA","07730","Dom Pedro","Dom Pedro (MA)"
"MA","07749","Jatobá","Jatobá (MA)"
"MA","07765","Jenipapo Dos Vieiras","Jenipapo Dos Vieiras (MA)"
"MA","07773","Esperantinópolis","Esperantinópolis (MA)"
"MA","07790","Fortaleza Dos Nogueiras","Fortaleza Dos Nogueiras (MA)"
"MA","07811","Fortuna","Fortuna (MA)"
"MA","07854","Gonçalves Dias","Gonçalves Dias (MA)"
"MA","07862","Lajeado Novo","Lajeado Novo (MA)"
"MA","07870","Governador Archer","Governador Archer (MA)"
"MA","07889","Maracaçumé","Maracaçumé (MA)"
"MA","07897","Governador Eugênio Barros","Governador Eugênio Barros (MA)"
"MA","07919","Graça Aranha","Graça Aranha (MA)"
"MA","07935","Grajaú","Grajaú (MA)"
"MA","07978","Humberto De Campos","Humberto De Campos (MA)"
"MA","08001","Nova Olinda Do Maranhão","Nova Olinda Do Maranhão (MA)"
"MA","08010","Igarapé Grande","Igarapé Grande (MA)"
"MA","08036","Imperatriz","Imperatriz (MA)"
"MA","08044","Paulino Neves","Paulino Neves (MA)"
"MA","08052","São Luís Gonzaga Do Maranhão","São Luís Gonzaga Do Maranhão (MA)"
"MA","08060","Pedro Do Rosário","Pedro Do Rosário (MA)"
"MA","08079","Itapecuru Mirim","Itapecuru Mirim (MA)"
"MA","08087","Peritoró","Peritoró (MA)"
"MA","08095","João Lisboa","João Lisboa (MA)"
"MA","08109","Porto Rico Do Maranhão","Porto Rico Do Maranhão (MA)"
"MA","08117","Joselândia","Joselândia (MA)"
"MA","08125","Presidente Médici","Presidente Médici (MA)"
"MA","08133","Lago Da Pedra","Lago Da Pedra (MA)"
"MA","08168","Raposa","Raposa (MA)"
"MA","08176","Lago Verde","Lago Verde (MA)"
"MA","08184","Ribamar Fiquene","Ribamar Fiquene (MA)"
"MA","08192","Lima Campos","Lima Campos (MA)"
"MA","08206","Santa Filomena Do Maranhão","Santa Filomena Do Maranhão (MA)"
"MA","08222","Santana Do Maranhão","Santana Do Maranhão (MA)"
"MA","08257","Magalhães De Almeida","Magalhães De Almeida (MA)"
"MA","08273","Mata Roma","Mata Roma (MA)"
"MA","08281","São Francisco Do Brejão","São Francisco Do Brejão (MA)"
"MA","08290","Matinha","Matinha (MA)"
"MA","08303","São João Do Carú","São João Do Carú (MA)"
"MA","08311","Matões","Matões (MA)"
"MA","08320","São João Do Paraíso","São João Do Paraíso (MA)"
"MA","08338","Mirador","Mirador (MA)"
"MA","08346","São João Do Soter","São João Do Soter (MA)"
"MA","08354","Mirinzal","Mirinzal (MA)"
"MA","08362","São José Dos Basílios","São José Dos Basílios (MA)"
"MA","08370","Monção","Monção (MA)"
"MA","08397","Montes Altos","Montes Altos (MA)"
"MA","08400","São Pedro Dos Crentes","São Pedro Dos Crentes (MA)"
"MA","08419","Morros","Morros (MA)"
"MA","08427","São Raimundo Do Doca Bezerra","São Raimundo Do Doca Bezerra (MA)"
"MA","08443","São Roberto","São Roberto (MA)"
"MA","08451","Nova Iorque","Nova Iorque (MA)"
"MA","08460","Satubinha","Satubinha (MA)"
"MA","08478","Olho D Água Das Cunhãs","Olho D Água Das Cunhãs (MA)"
"MA","08486","Senador Alexandre Costa","Senador Alexandre Costa (MA)"
"MA","08494","Paço Do Lumiar","Paço Do Lumiar (MA)"
"MA","08508","Senador La Rocque","Senador La Rocque (MA)"
"MA","08516","Palmeirândia","Palmeirândia (MA)"
"MA","08524","Serrano Do Maranhão","Serrano Do Maranhão (MA)"
"MA","08532","Paraibano","Paraibano (MA)"
"MA","08540","Sucupira Do Riachão","Sucupira Do Riachão (MA)"
"MA","08559","Parnarama","Parnarama (MA)"
"MA","08567","Trizidela Do Vale","Trizidela Do Vale (MA)"
"MA","08575","Passagem Franca","Passagem Franca (MA)"
"MA","08591","Pastos Bons","Pastos Bons (MA)"
"MA","08613","Pedreiras","Pedreiras (MA)"
"MA","08621","Vila Nova Dos Martírios","Vila Nova Dos Martírios (MA)"
"MA","08630","Penalva","Penalva (MA)"
"MA","08656","Peri Mirim","Peri Mirim (MA)"
"MA","08699","Pinheiro","Pinheiro (MA)"
"MA","08710","Pio Xii","Pio Xii (MA)"
"MA","08737","Pirapemas","Pirapemas (MA)"
"MA","08753","Poção De Pedras","Poção De Pedras (MA)"
"MA","08796","Presidente Dutra","Presidente Dutra (MA)"
"MA","08877","Riachão","Riachão (MA)"
"MA","08893","São José De Ribamar","São José De Ribamar (MA)"
"MA","08915","Rosário","Rosário (MA)"
"MA","08931","Sambaíba","Sambaíba (MA)"
"MA","08958","Santa Helena","Santa Helena (MA)"
"MA","08974","Santa Luzia","Santa Luzia (MA)"
"MA","08990","Santa Quitéria Do Maranhão","Santa Quitéria Do Maranhão (MA)"
"MA","09016","Santa Rita","Santa Rita (MA)"
"MA","09032","Santo Antônio Dos Lopes","Santo Antônio Dos Lopes (MA)"
"MA","09059","São Benedito Do Rio Preto","São Benedito Do Rio Preto (MA)"
"MA","09075","São Bento","São Bento (MA)"
"MA","09091","São Bernardo","São Bernardo (MA)"
"MA","09113","São Domingos Do Maranhão","São Domingos Do Maranhão (MA)"
"MA","09130","São Félix De Balsas","São Félix De Balsas (MA)"
"MA","09156","São Francisco Do Maranhão","São Francisco Do Maranhão (MA)"
"MA","09172","São João Batista","São João Batista (MA)"
"MA","09199","São João Dos Patos","São João Dos Patos (MA)"
"MA","09210","São Luís","São Luís (MA)"
"MA","09237","São Mateus Do Maranhão","São Mateus Do Maranhão (MA)"
"MA","09253","São Raimundo Das Mangabeiras","São Raimundo Das Mangabeiras (MA)"
"MA","09270","São Vicente Ferrer","São Vicente Ferrer (MA)"
"MA","09296","Sítio Novo","Sítio Novo (MA)"
"MA","09334","Tasso Fragoso","Tasso Fragoso (MA)"
"MA","09350","Timbiras","Timbiras (MA)"
"MA","09377","Timon","Timon (MA)"
"MA","09393","Tuntum","Tuntum (MA)"
"MA","09415","Turiaçu","Turiaçu (MA)"
"MA","09431","Tutóia","Tutóia (MA)"
"MA","09474","Vargem Grande","Vargem Grande (MA)"
"MA","09490","Viana","Viana (MA)"
"MA","09512","Vitória Do Mearim","Vitória Do Mearim (MA)"
"MA","09539","Vitorino Freire","Vitorino Freire (MA)"
"MA","09571","Santa Inês","Santa Inês (MA)"
"MA","09598","Paulo Ramos","Paulo Ramos (MA)"
"MA","09610","Açailândia","Açailândia (MA)"
"MA","09636","Estreito","Estreito (MA)"
"MA","09652","Santa Luzia Do Paruá","Santa Luzia Do Paruá (MA)"
"MA","09695","Miranda Do Norte","Miranda Do Norte (MA)"
"MA","09717","Zé Doca","Zé Doca (MA)"
"MG","40002","Alfredo Vasconcelos","Alfredo Vasconcelos (MG)"
"MG","40010","Abadia Dos Dourados","Abadia Dos Dourados (MG)"
"MG","40029","Araporã","Araporã (MG)"
"MG","40037","Abaeté","Abaeté (MG)"
"MG","40045","Brasilândia De Minas","Brasilândia De Minas (MG)"
"MG","40088","Carneirinho","Carneirinho (MG)"
"MG","40096","Açucena","Açucena (MG)"
"MG","40240","Icaraí De Minas","Icaraí De Minas (MG)"
"MG","40266","Ipaba","Ipaba (MG)"
"MG","40282","Jaíba","Jaíba (MG)"
"MG","40290","Além Paraíba","Além Paraíba (MG)"
"MG","40312","Alfenas","Alfenas (MG)"
"MG","40320","Juatuba","Juatuba (MG)"
"MG","40347","Lagoa Grande","Lagoa Grande (MG)"
"MG","40355","Alpercata","Alpercata (MG)"
"MG","40363","Limeira Do Oeste","Limeira Do Oeste (MG)"
"MG","40371","Alpinópolis","Alpinópolis (MG)"
"MG","40398","Alterosa","Alterosa (MG)"
"MG","40452","Alvinópolis","Alvinópolis (MG)"
"MG","40487","Naque","Naque (MG)"
"MG","40533","Cachoeira De Pajeú","Cachoeira De Pajeú (MG)"
"MG","40541","Pedras De Maria Da Cruz","Pedras De Maria Da Cruz (MG)"
"MG","40550","Andrelândia","Andrelândia (MG)"
"MG","40584","Ponto Dos Volantes","Ponto Dos Volantes (MG)"
"MG","40592","Antônio Dias","Antônio Dias (MG)"
"MG","40649","Santa Bárbara Do Leste","Santa Bárbara Do Leste (MG)"
"MG","40681","Santana Do Paraíso","Santana Do Paraíso (MG)"
"MG","40690","Araguari","Araguari (MG)"
"MG","40703","São João Da Lagoa","São João Da Lagoa (MG)"
"MG","40720","São João Do Manhuaçu","São João Do Manhuaçu (MG)"
"MG","40770","Araújos","Araújos (MG)"
"MG","40797","Araxá","Araxá (MG)"
"MG","40800","Sarzedo","Sarzedo (MG)"
"MG","40819","Arceburgo","Arceburgo (MG)"
"MG","40835","Arcos","Arcos (MG)"
"MG","40851","Areado","Areado (MG)"
"MG","40860","Ubaporanga","Ubaporanga (MG)"
"MG","40886","Urucuia","Urucuia (MG)"
"MG","40894","Arinos","Arinos (MG)"
"MG","40932","Ataléia","Ataléia (MG)"
"MG","40940","Juvenília","Juvenília (MG)"
"MG","41017","Bambuí","Bambuí (MG)"
"MG","41025","Mário Campos","Mário Campos (MG)"
"MG","41076","Barão De Cocais","Barão De Cocais (MG)"
"MG","41114","Barbacena","Barbacena (MG)"
"MG","41130","Barra Longa","Barra Longa (MG)"
"MG","41238","Belo Horizonte","Belo Horizonte (MG)"
"MG","41254","Belo Oriente","Belo Oriente (MG)"
"MG","41300","Patis","Patis (MG)"
"MG","41335","Betim","Betim (MG)"
"MG","41343","Piedade De Caratinga","Piedade De Caratinga (MG)"
"MG","41360","Pingo D Água","Pingo D Água (MG)"
"MG","41416","Boa Esperança","Boa Esperança (MG)"
"MG","41459","Bocaiúva","Bocaiúva (MG)"
"MG","41475","Bom Despacho","Bom Despacho (MG)"
"MG","41513","Bom Jesus Da Penha","Bom Jesus Da Penha (MG)"
"MG","41556","Bom Jesus Do Galho","Bom Jesus Do Galho (MG)"
"MG","41564","São Félix De Minas","São Félix De Minas (MG)"
"MG","41572","Bom Repouso","Bom Repouso (MG)"
"MG","41645","São José Da Barra","São José Da Barra (MG)"
"MG","41653","Borda Da Mata","Borda Da Mata (MG)"
"MG","41688","Angelândia","Angelândia (MG)"
"MG","41718","Brasília De Minas","Brasília De Minas (MG)"
"MG","41734","Brás Pires","Brás Pires (MG)"
"MG","41750","Braúnas","Braúnas (MG)"
"MG","41793","Brumadinho","Brumadinho (MG)"
"MG","41823","Cantagalo","Cantagalo (MG)"
"MG","41858","Buritis","Buritis (MG)"
"MG","41874","Buritizeiro","Buritizeiro (MG)"
"MG","41890","Cabo Verde","Cabo Verde (MG)"
"MG","41939","Cachoeira De Minas","Cachoeira De Minas (MG)"
"MG","41947","Córrego Fundo","Córrego Fundo (MG)"
"MG","41955","Cachoeira Dourada","Cachoeira Dourada (MG)"
"MG","42013","Caiana","Caiana (MG)"
"MG","42056","Caldas","Caldas (MG)"
"MG","42072","Camacho","Camacho (MG)"
"MG","42099","Camanducaia","Camanducaia (MG)"
"MG","42110","Cambuí","Cambuí (MG)"
"MG","42170","Campanha","Campanha (MG)"
"MG","42196","Campestre","Campestre (MG)"
"MG","42200","Ibiracatu","Ibiracatu (MG)"
"MG","42218","Campina Verde","Campina Verde (MG)"
"MG","42226","Imbé De Minas","Imbé De Minas (MG)"
"MG","42234","Campo Belo","Campo Belo (MG)"
"MG","42250","Campo Do Meio","Campo Do Meio (MG)"
"MG","42277","Campo Florido","Campo Florido (MG)"
"MG","42293","Campos Altos","Campos Altos (MG)"
"MG","42307","José Gonçalves De Minas","José Gonçalves De Minas (MG)"
"MG","42315","Campos Gerais","Campos Gerais (MG)"
"MG","42358","Canápolis","Canápolis (MG)"
"MG","42366","São Sebastião Do Anta","São Sebastião Do Anta (MG)"
"MG","42447","União De Minas","União De Minas (MG)"
"MG","42455","Capelinha","Capelinha (MG)"
"MG","42471","Capetinga","Capetinga (MG)"
"MG","42498","Capim Branco","Capim Branco (MG)"
"MG","42501","Varjão De Minas","Varjão De Minas (MG)"
"MG","42510","Capinópolis","Capinópolis (MG)"
"MG","42528","Verdelândia","Verdelândia (MG)"
"MG","42552","Capitólio","Capitólio (MG)"
"MG","42579","Caputira","Caputira (MG)"
"MG","42676","Caratinga","Caratinga (MG)"
"MG","42730","Carlos Chagas","Carlos Chagas (MG)"
"MG","42854","Carmo Do Paranaíba","Carmo Do Paranaíba (MG)"
"MG","42870","Carmo Do Rio Claro","Carmo Do Rio Claro (MG)"
"MG","42897","Carmópolis De Minas","Carmópolis De Minas (MG)"
"MG","42994","Cascalho Rico","Cascalho Rico (MG)"
"MG","43010","Cássia","Cássia (MG)"
"MG","43095","Caxambu","Caxambu (MG)"
"MG","43133","Central De Minas","Central De Minas (MG)"
"MG","43150","Centralina","Centralina (MG)"
"MG","43214","Chapada Do Norte","Chapada Do Norte (MG)"
"MG","43290","Claro Dos Poções","Claro Dos Poções (MG)"
"MG","43338","Coimbra","Coimbra (MG)"
"MG","43370","Comendador Gomes","Comendador Gomes (MG)"
"MG","43419","Conceição Da Aparecida","Conceição Da Aparecida (MG)"
"MG","43451","Conceição Das Alagoas","Conceição Das Alagoas (MG)"
"MG","43494","Conceição Do Mato Dentro","Conceição Do Mato Dentro (MG)"
"MG","43532","Conceição Do Rio Verde","Conceição Do Rio Verde (MG)"
"MG","43591","Congonhas","Congonhas (MG)"
"MG","43630","Conquista","Conquista (MG)"
"MG","43656","Conselheiro Lafaiete","Conselheiro Lafaiete (MG)"
"MG","43710","Contagem","Contagem (MG)"
"MG","43753","Coração De Jesus","Coração De Jesus (MG)"
"MG","43850","Coromandel","Coromandel (MG)"
"MG","43877","Coronel Fabriciano","Coronel Fabriciano (MG)"
"MG","43893","Coronel Murta","Coronel Murta (MG)"
"MG","43990","Córrego Novo","Córrego Novo (MG)"
"MG","44130","Cruzeiro Da Fortaleza","Cruzeiro Da Fortaleza (MG)"
"MG","44172","Curvelo","Curvelo (MG)"
"MG","44199","Datas","Datas (MG)"
"MG","44458","Divinópolis","Divinópolis (MG)"
"MG","44490","Dom Cavati","Dom Cavati (MG)"
"MG","44717","Elói Mendes","Elói Mendes (MG)"
"MG","44733","Engenheiro Caldas","Engenheiro Caldas (MG)"
"MG","44776","Entre Rios De Minas","Entre Rios De Minas (MG)"
"MG","44814","Esmeraldas","Esmeraldas (MG)"
"MG","44857","Espinosa","Espinosa (MG)"
"MG","44890","Estiva","Estiva (MG)"
"MG","44954","Estrela Do Sul","Estrela Do Sul (MG)"
"MG","45012","Extrema","Extrema (MG)"
"MG","45136","Felixlândia","Felixlândia (MG)"
"MG","45217","Formiga","Formiga (MG)"
"MG","45276","Fortuna De Minas","Fortuna De Minas (MG)"
"MG","45292","Francisco Badaró","Francisco Badaró (MG)"
"MG","45390","Fronteira","Fronteira (MG)"
"MG","45411","Frutal","Frutal (MG)"
"MG","45438","Funilândia","Funilândia (MG)"
"MG","45535","Governador Valadares","Governador Valadares (MG)"
"MG","45594","Guanhães","Guanhães (MG)"
"MG","45616","Guapé","Guapé (MG)"
"MG","45659","Guaranésia","Guaranésia (MG)"
"MG","45713","Guarda-Mor","Guarda-Mor (MG)"
"MG","45730","Guaxupé","Guaxupé (MG)"
"MG","45772","Guimarânia","Guimarânia (MG)"
"MG","45810","Gurinhatã","Gurinhatã (MG)"
"MG","45853","Iapu","Iapu (MG)"
"MG","45896","Ibiá","Ibiá (MG)"
"MG","45934","Ibiraci","Ibiraci (MG)"
"MG","45950","Ibirité","Ibirité (MG)"
"MG","46019","Igarapé","Igarapé (MG)"
"MG","46051","Iguatama","Iguatama (MG)"
"MG","46132","Indianópolis","Indianópolis (MG)"
"MG","46175","Inhapim","Inhapim (MG)"
"MG","46256","Ipatinga","Ipatinga (MG)"
"MG","46272","Ipiaçu","Ipiaçu (MG)"
"MG","46310","Iraí De Minas","Iraí De Minas (MG)"
"MG","46337","Itabira","Itabira (MG)"
